asn,communityGroupsAndNonprofits,computerAndInformationTechnology,educationAndResearch,financeAndInsurance,governmentAndPublicAdministration,healthCareServices,other,"media,Publishing,AndBroadcasting",service,"agriculture,Mining,AndRefineries(farming,Greenhouses,Mining,Forestry,AndAnimalFarming)",constructionAndRealEstate,"museums,Libraries,AndEntertainment",utilities(excludingInternetService),travelAndAccommodation,"freight,Shipment,AndPostalServices","retailStores,Wholesale,AndE_commerceSites",manufacturing
11315,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11340,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11529,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11961,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12037,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12083,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12389,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12430,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12564,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12740,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13506,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13611,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13770,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13781,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14061,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14222,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14381,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14509,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
14593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14618,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
14627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14977,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15802,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16411,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16569,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16637,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16701,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16780,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17390,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17557,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17564,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17574,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17579,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17582,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17591,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17841,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17844,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17851,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
17865,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18297,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18300,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18310,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18568,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18592,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18733,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19722,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
19827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20309,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20485,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20545,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20588,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20650,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21320,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21342,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21472,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21738,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21981,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22055,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22093,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22351,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22612,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
22678,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22834,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23074,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23540,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23710,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23888,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
23987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24050,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24190,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24389,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24499,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24561,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24595,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24789,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25755,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25829,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26810,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
26854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27030,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27277,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27370,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27655,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27674,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27730,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27775,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27894,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27952,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28027,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28048,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28059,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28070,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28089,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28100,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28196,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28349,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28517,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28604,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28629,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28631,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
