asn,as_name,top_level_category,sub_category
7734,Toronto Dominion Bank (Canada),Finance,Bank
7646,Bank of America N.A. (Hong Kong),Finance,Bank
7466,Federal Reserve Bank (United States),Government,FederalNational
7466,Federal Reserve Bank (United States),Finance,CentralBanks
7306,Asian Development Bank (United States),Finance,Bank
6817,ING Bank N.V. (Netherlands),Finance,Bank
6816,ING Bank N.V. (Netherlands),Finance,Bank
6815,ING Bank N.V. (Netherlands),Finance,Bank
64065,NRB Global Bank Ltd. (Bangladesh),Finance,Bank
64046,Pubali Bank Limited (Bangladesh),Finance,Bank
22798,RED LINK S.A. (Argentina),Finance,Bank
265806,BANCO DE LA PROVINCIA DE BUENOS AIRES (Argentina),Finance,Bank
33000,JMF IXP FARM,IXP,
212330,IRAQ-IXP,IXP,
211100,IRAQ-IXP Route Server,IXP,
49459,IXP Route Servers,IXP,
328398,IXP-GUINEE Management,IXP,
57127,Internet Exchange Association of Georgia,IXP,
210580,Internet Exchange Association of Georgia,IXP,
271885,IXPGT - Guatemala - Route Servers,IXP,
56507,IXP.mk Route Servers,IXP,
33519,Baxter Credit Union,Finance,CreditUnion
397736,Beacon Federal Credit Union,Finance,CreditUnion
15101,Central 1 Credit Union,Finance,CreditUnion
21764,Clearview Federal Credit Union,Finance,CreditUnion
11894,Service Credit Union,Finance,CreditUnion
13475,UNIFY Financial Credit Union,Finance,CreditUnion
395410,USAlliance Federal Credit Union,Finance,CreditUnion
22769,Valley Strong Credit Union,Finance,CreditUnion
36456,Velocity Credit Union,Finance,CreditUnion
49205,Kuwait Petroleum Corporation,Government,Executive
49205,Kuwait Petroleum Corporation,Government,FederalNational
49205,Kuwait Petroleum Corporation,EnergyAndUtility,
63457,Empire District Industries (Liberty Connect),EnergyAndUtility,
328497,Ibadan Electricity Distribution Company,EnergyAndUtility,
6150,National Cancer Institute ,EducationalResearch,ResearchInstitutes
6150,National Cancer Institute ,Government,Executive
6150,National Cancer Institute ,Government,FederalNational
16,Lawrence Berkeley National Laboratory,EducationalResearch,University
16,Lawrence Berkeley National Laboratory,EducationalResearch,ResearchInstitutes
16,Lawrence Berkeley National Laboratory,Government,Executive
16,Lawrence Berkeley National Laboratory,Government,FederalNational
16411,National Renewable Energy Laboratory,EducationalResearch,ResearchInstitutes
16411,National Renewable Energy Laboratory,Government,Executive
16411,National Renewable Energy Laboratory,Government,FederalNational
16411,National Renewable Energy Laboratory,EnergyAndUtility,
43,Brookhaven National Laboratory,EducationalResearch,ResearchInstitutes
43,Brookhaven National Laboratory,Government,Executive
43,Brookhaven National Laboratory,Government,FederalNational
8240,Information System Authority (Estonian State Network),Government,Executive
8240,Information System Authority (Estonian State Network),Government,FederalNational
8240,Information System Authority (Estonian State Network),Government,Agencies
8240,Information System Authority (Estonian State Network),IXP,
8240,Information System Authority (Estonian State Network),DNS,Roots
8240,Information System Authority (Estonian State Network),DNS,ANS
49,National Institute of Standards and Technology,EducationalResearch,ResearchInstitutes
49,National Institute of Standards and Technology,Government,Executive
49,National Institute of Standards and Technology,Government,FederalNational
49,National Institute of Standards and Technology,Government,Agencies
50,Oak Ridge National Laboratory,EducationalResearch,ResearchInstitutes
50,Oak Ridge National Laboratory,Government,Executive
50,Oak Ridge National Laboratory,Government,FederalNational
50,Oak Ridge National Laboratory,EnergyAndUtility,
262201,BANCO HIPOTECARIO SOCIEDAD ANONIMA,Finance,Bank
68,Los Alamos National Laboratory,EducationalResearch,ResearchInstitutes
68,Los Alamos National Laboratory,Government,Executive
68,Los Alamos National Laboratory,Government,FederalNational
70,National Library of Medicine,Government,FederalNational
70,National Library of Medicine,Health,Hospitals
102,U.S. National Science Foundation,EducationalResearch,AcademicBackbone
102,U.S. National Science Foundation,Government,FederalNational
102,U.S. National Science Foundation,Government,Agencies
127,Jet Propulsion Laboratory (NASA),EducationalResearch,ResearchInstitutes
127,Jet Propulsion Laboratory (NASA),Government,Executive
127,Jet Propulsion Laboratory (NASA),Government,FederalNational
127,Jet Propulsion Laboratory (NASA),Government,Agencies
26810,U.S. Dept. of Health and Human Services,Government,Executive
26810,U.S. Dept. of Health and Human Services,Government,FederalNational
26810,U.S. Dept. of Health and Human Services,Government,Agencies
26810,U.S. Dept. of Health and Human Services,Health,Hospitals
32982,U.S. Department of Energy,Government,Executive
32982,U.S. Department of Energy,Government,FederalNational
32982,U.S. Department of Energy,Government,Agencies
32982,U.S. Department of Energy,EnergyAndUtility,
291,ESnet (Department of Energy's dedicated science network),EducationalResearch,AcademicBackbone
291,ESnet (Department of Energy's dedicated science network),Government,FederalNational
291,ESnet (Department of Energy's dedicated science network),Government,Agencies
291,ESnet (Department of Energy's dedicated science network),EnergyAndUtility,
292,ESNET-WEST,EducationalResearch,AcademicBackbone
292,ESNET-WEST,Government,FederalNational
292,ESNET-WEST,Government,Agencies
292,ESNET-WEST,EnergyAndUtility,
293,ESNET,EducationalResearch,AcademicBackbone
293,ESNET,Government,FederalNational
293,ESNET,Government,Agencies
293,ESNET,EnergyAndUtility,
297,NASA,EducationalResearch,ResearchInstitutes
297,NASA,Government,Executive
297,NASA,Government,FederalNational
297,NASA,Government,Agencies
61738,Sec. de Estado de Plan. e Orcamento do DF,Government,Executive
61738,Sec. de Estado de Plan. e Orcamento do DF,Government,FederalNational
8517,ULAKNET - National Academic Network and Information Center,EducationalResearch,AcademicBackbone
8517,ULAKNET - National Academic Network and Information Center,EducationalResearch,ResearchInstitutes
8517,ULAKNET - National Academic Network and Information Center,Government,FederalNational
377,Sandia National Laboratories (US),EducationalResearch,ResearchInstitutes
377,Sandia National Laboratories (US),Government,Executive
377,Sandia National Laboratories (US),Government,FederalNational
377,Sandia National Laboratories (US),Government,Agencies
377,Sandia National Laboratories (US),LawEnforcement,
27016,United States Nuclear Regulatory Commission,Government,Executive
27016,United States Nuclear Regulatory Commission,Government,FederalNational
27016,United States Nuclear Regulatory Commission,Government,Regulators
27016,United States Nuclear Regulatory Commission,EnergyAndUtility,
47524,Turksat Uydu Haberlesme ve Kablo TV Isletme A.S,Access,LargeISP
47524,Turksat Uydu Haberlesme ve Kablo TV Isletme A.S,Satellite,
47524,Turksat Uydu Haberlesme ve Kablo TV Isletme A.S,ContentProvider,Hosting
47524,Turksat Uydu Haberlesme ve Kablo TV Isletme A.S,Government,Executive
47524,Turksat Uydu Haberlesme ve Kablo TV Isletme A.S,Government,FederalNational
47524,Turksat Uydu Haberlesme ve Kablo TV Isletme A.S,TvRadioCulturalAmenities,
6629,National Oceanic and Atmospheric Administration,EducationalResearch,ResearchInstitutes
6629,National Oceanic and Atmospheric Administration,Government,Executive
6629,National Oceanic and Atmospheric Administration,Government,FederalNational
6629,National Oceanic and Atmospheric Administration,Government,Regulators
55824,NKN Core Network,EducationalResearch,AcademicBackbone
55824,NKN Core Network,EducationalResearch,ResearchInstitutes
55824,NKN Core Network,Government,FederalNational
55824,NKN Core Network,Government,Agencies
2576,U. S. Department of Transportation,Government,Executive
2576,U. S. Department of Transportation,Government,FederalNational
2576,U. S. Department of Transportation,Government,Agencies
2576,U. S. Department of Transportation,Transportation,TransitAuthority
33343,"U.S. Department of Commerce, HQ and ITA",Government,Executive
33343,"U.S. Department of Commerce, HQ and ITA",Government,FederalNational
33343,"U.S. Department of Commerce, HQ and ITA",Government,Agencies
41548,Medway Council,Government,Legislative
41548,Medway Council,Government,CityCountyMunicipality
2648,National Oceanic and Atmospheric Administration,EducationalResearch,ResearchInstitutes
2648,National Oceanic and Atmospheric Administration,Government,Executive
2648,National Oceanic and Atmospheric Administration,Government,FederalNational
2648,National Oceanic and Atmospheric Administration,Government,Regulators
12891,Genel Kurmay Baskanligi,Government,Executive
12891,Genel Kurmay Baskanligi,Government,FederalNational
12891,Genel Kurmay Baskanligi,LawEnforcement,
4758,National Informatics Centre,ContentProvider,Hosting
4758,National Informatics Centre,Government,Executive
4758,National Informatics Centre,Government,FederalNational
4758,National Informatics Centre,DNS,ccTLD
8867,Government ICT Authority - Israel,ContentProvider,Hosting
8867,Government ICT Authority - Israel,Government,Executive
8867,Government ICT Authority - Israel,Government,FederalNational
8867,Government ICT Authority - Israel,Government,Agencies
688,U.S. Department of Interior Bureau of Reclamation,Government,Executive
688,U.S. Department of Interior Bureau of Reclamation,Government,FederalNational
688,U.S. Department of Interior Bureau of Reclamation,Government,Agencies
688,U.S. Department of Interior Bureau of Reclamation,EnergyAndUtility,
45773,"PERN AS Content Servie Provider, Islamabad, Pakistan",EducationalResearch,AcademicBackbone
45773,"PERN AS Content Servie Provider, Islamabad, Pakistan",Government,FederalNational
2799,Polismyndigheten,Government,Executive
2799,Polismyndigheten,Government,FederalNational
2799,Polismyndigheten,Government,Agencies
2799,Polismyndigheten,LawEnforcement,
15147,DEPARTMENT OF HOMELAND SECURITY,Government,Executive
15147,DEPARTMENT OF HOMELAND SECURITY,Government,FederalNational
15147,DEPARTMENT OF HOMELAND SECURITY,Government,Agencies
15147,DEPARTMENT OF HOMELAND SECURITY,LawEnforcement,
396098,U.S. Department of Energy - Hanford,Government,Executive
396098,U.S. Department of Energy - Hanford,Government,FederalNational
396098,U.S. Department of Energy - Hanford,Government,Agencies
396098,U.S. Department of Energy - Hanford,EnergyAndUtility,
58282,Statens IT,Government,Executive
58282,Statens IT,Government,FederalNational
58282,Statens IT,Government,Agencies
58282,Statens IT,Enterprise,Technology
134099,CASS - NZ Central Government,Government,Executive
134099,CASS - NZ Central Government,Government,FederalNational
134099,CASS - NZ Central Government,Government,Agencies
27674,SERVICIO METEOROLOGICO NACIONAL,Government,Executive
27674,SERVICIO METEOROLOGICO NACIONAL,Government,FederalNational
27674,SERVICIO METEOROLOGICO NACIONAL,Government,Agencies
3152,Fermi National Accelerator Laboratory (Fermilab),EducationalResearch,ResearchInstitutes
3152,Fermi National Accelerator Laboratory (Fermilab),Government,Executive
3152,Fermi National Accelerator Laboratory (Fermilab),Government,FederalNational
3152,Fermi National Accelerator Laboratory (Fermilab),Government,Agencies
138424,Federal Board of Revenue,Government,Executive
138424,Federal Board of Revenue,Government,FederalNational
138424,Federal Board of Revenue,Government,Regulators
13506,US-DEPARTMENT-OF-THE-TREASURY,Government,FederalNational
13506,US-DEPARTMENT-OF-THE-TREASURY,Government,Regulators
13506,US-DEPARTMENT-OF-THE-TREASURY,Finance,CentralBanks
25829,Smithsonian Institution,ContentProvider,Hosting
25829,Smithsonian Institution,EducationalResearch,ResearchInstitutes
25829,Smithsonian Institution,Government,Executive
25829,Smithsonian Institution,Government,FederalNational
54521,THE-NATIONAL-GALLERY-OF-ART,Government,FederalNational
29992,U.S. Department of Veterans Affairs,Government,Executive
29992,U.S. Department of Veterans Affairs,Government,FederalNational
29992,U.S. Department of Veterans Affairs,Government,Agencies
13611,U.S. Center For Disease Control and Prevention,Government,Executive
13611,U.S. Center For Disease Control and Prevention,Government,FederalNational
13611,U.S. Center For Disease Control and Prevention,Government,Agencies
13611,U.S. Center For Disease Control and Prevention,Health,Hospitals
23888,National Telecommunication Corporation HQ (PK),Access,SmallISP
23888,National Telecommunication Corporation HQ (PK),Government,Executive
23888,National Telecommunication Corporation HQ (PK),Government,FederalNational
23888,National Telecommunication Corporation HQ (PK),Government,Agencies
3428,ESNET-AS,EducationalResearch,AcademicBackbone
3428,ESNET-AS,Government,FederalNational
3428,ESNET-AS,Government,Agencies
3428,ESNET-AS,EnergyAndUtility,
25996,FBI Criminal Justice Information Services,Government,Executive
25996,FBI Criminal Justice Information Services,Government,FederalNational
25996,FBI Criminal Justice Information Services,Government,Regulators
25996,FBI Criminal Justice Information Services,LawEnforcement,
3477,National Oceanic and Atmospheric Administration,EducationalResearch,ResearchInstitutes
3477,National Oceanic and Atmospheric Administration,Government,Executive
3477,National Oceanic and Atmospheric Administration,Government,FederalNational
3477,National Oceanic and Atmospheric Administration,Government,Regulators
7590,Commission on Science and Technology for,EducationalResearch,ResearchInstitutes
7590,Commission on Science and Technology for,Government,Executive
7590,Commission on Science and Technology for,Government,FederalNational
7590,Commission on Science and Technology for,Government,Agencies
60855,LA DIRECTION INTERMINISTERIELLE DU NUMERIQUE,Government,Executive
60855,LA DIRECTION INTERMINISTERIELLE DU NUMERIQUE,Government,FederalNational
60855,LA DIRECTION INTERMINISTERIELLE DU NUMERIQUE,Enterprise,Technology
3527,National Institutes of Health,EducationalResearch,ResearchInstitutes
3527,National Institutes of Health,Government,Executive
3527,National Institutes of Health,Government,FederalNational
3527,National Institutes of Health,Government,Agencies
3527,National Institutes of Health,Health,Hospitals
11724,Comptroller of the Currency,Government,FederalNational
11724,Comptroller of the Currency,Government,Regulators
13788,US Courts,Government,Judiciary
13788,US Courts,Government,FederalNational
5663,Department of Interior United States Geological Survey,Government,Executive
5663,Department of Interior United States Geological Survey,Government,FederalNational
5663,Department of Interior United States Geological Survey,Government,Agencies
3635,"U.S. Department of Commerce, Bureau of Economic Analysis",Government,Executive
3635,"U.S. Department of Commerce, Bureau of Economic Analysis",Government,FederalNational
3635,"U.S. Department of Commerce, Bureau of Economic Analysis",Government,Agencies
3635,"U.S. Department of Commerce, Bureau of Economic Analysis",Finance,Entities
7764,National Oceanic and Atmospheric Administration,EducationalResearch,ResearchInstitutes
7764,National Oceanic and Atmospheric Administration,Government,Executive
7764,National Oceanic and Atmospheric Administration,Government,FederalNational
7764,National Oceanic and Atmospheric Administration,Government,Regulators
30313,Internal Revenue Service,Government,Executive
30313,Internal Revenue Service,Government,FederalNational
30313,Internal Revenue Service,Government,Agencies
5744,United States Patent and Trademark Office,Government,Executive
5744,United States Patent and Trademark Office,Government,FederalNational
5744,United States Patent and Trademark Office,Government,Agencies
1653,SUNET - SUNET Swedish University Network,EducationalResearch,University
1653,SUNET - SUNET Swedish University Network,EducationalResearch,AcademicBackbone
1653,SUNET - SUNET Swedish University Network,Government,FederalNational
15991,SWEDISH_TAX_AGENCY - Swedish Tax Agency,Government,Executive
15991,SWEDISH_TAX_AGENCY - Swedish Tax Agency,Government,FederalNational
15991,SWEDISH_TAX_AGENCY - Swedish Tax Agency,Government,Agencies
3705,U.S. Government Publishing Office,Government,Legislative
3705,U.S. Government Publishing Office,Government,FederalNational
3705,U.S. Government Publishing Office,Government,Agencies
1659,Taiwan Academic Network (TANet) Information Center,EducationalResearch,AcademicBackbone
1659,Taiwan Academic Network (TANet) Information Center,Government,FederalNational
5766,Indian Health Service,Government,Executive
5766,Indian Health Service,Government,FederalNational
5766,Indian Health Service,Health,Insurances
5766,Indian Health Service,Health,Hospitals
5774,USPS-001 (United States Postal Service),Government,Executive
5774,USPS-001 (United States Postal Service),Government,FederalNational
5774,USPS-001 (United States Postal Service),Government,Agencies
265884,CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS CONICET,EducationalResearch,ResearchInstitutes
265884,CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS CONICET,Government,Executive
265884,CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS CONICET,Government,FederalNational
7872,United States Antarctic Program,EducationalResearch,ResearchInstitutes
7872,United States Antarctic Program,Government,Executive
7872,United States Antarctic Program,Government,FederalNational
11985,Social Security Administration,Government,Executive
11985,Social Security Administration,Government,FederalNational
11985,Social Security Administration,Government,Agencies
5852,DoD Network Information Center,Government,Executive
5852,DoD Network Information Center,Government,FederalNational
5852,DoD Network Information Center,Government,Agencies
5852,DoD Network Information Center,LawEnforcement,
272116,INSTITUTO NACIONAL DE TECNOLOGIA INDUSTRIAL CENTROS DE INVESTIGACION,EducationalResearch,ResearchInstitutes
272116,INSTITUTO NACIONAL DE TECNOLOGIA INDUSTRIAL CENTROS DE INVESTIGACION,Government,Executive
272116,INSTITUTO NACIONAL DE TECNOLOGIA INDUSTRIAL CENTROS DE INVESTIGACION,Government,FederalNational
12037,Federal Deposit Insurance Corporation,Government,Executive
12037,Federal Deposit Insurance Corporation,Government,FederalNational
12037,Federal Deposit Insurance Corporation,Government,Agencies
12037,Federal Deposit Insurance Corporation,Finance,Entities
22284,U.S. Department of the Interior,Government,Executive
22284,U.S. Department of the Interior,Government,FederalNational
22284,U.S. Department of the Interior,Government,Agencies
1835,Forskningsnettet - Danish network for Research and Education,EducationalResearch,AcademicBackbone
1835,Forskningsnettet - Danish network for Research and Education,Government,FederalNational
200521,Ministerio de Asuntos Economicos y Transformacion Digital,Government,Executive
200521,Ministerio de Asuntos Economicos y Transformacion Digital,Government,FederalNational
1916,Rede Nacional de Ensino e Pesquisa,EducationalResearch,AcademicBackbone
1916,Rede Nacional de Ensino e Pesquisa,Government,FederalNational
6026,DoD Network Information Center,Government,Executive
6026,DoD Network Information Center,Government,FederalNational
6026,DoD Network Information Center,Government,Agencies
6026,DoD Network Information Center,LawEnforcement,
59323,Punjab Information Technology Board,Government,Executive
59323,Punjab Information Technology Board,Government,StateProvince
59323,Punjab Information Technology Board,Government,Agencies
59323,Punjab Information Technology Board,Enterprise,Technology
4046,Federal Aviation Administration,Government,Executive
4046,Federal Aviation Administration,Government,FederalNational
4046,Federal Aviation Administration,Government,Regulators
4046,Federal Aviation Administration,Transportation,Airports
14298,Environmental Protection Agency,Government,Executive
14298,Environmental Protection Agency,Government,FederalNational
14298,Environmental Protection Agency,Government,Agencies
2018,Tertiary Education and Research Network of South Africa,EducationalResearch,AcademicBackbone
2018,Tertiary Education and Research Network of South Africa,Government,FederalNational
204930,PWSZN-AS - Panstwowa Akademia Nauk Stosowanych w Nysie,EducationalResearch,University
204930,PWSZN-AS - Panstwowa Akademia Nauk Stosowanych w Nysie,Government,StateProvince
20545,GRENA-AS - Georgian Research and Educational Networking Association (GRENA),EducationalResearch,AcademicBackbone
20545,GRENA-AS - Georgian Research and Educational Networking Association (GRENA),Government,FederalNational
141773,BDCCL-AS-AP Bangladesh Data Center Company Limited,ContentProvider,Hosting
141773,BDCCL-AS-AP Bangladesh Data Center Company Limited,Government,Executive
141773,BDCCL-AS-AP Bangladesh Data Center Company Limited,Government,FederalNational
132634,IDNIC-EGOV-AS-ID Direktorat E-Goverment Kementerian KOMINFO,Government,Executive
132634,IDNIC-EGOV-AS-ID Direktorat E-Goverment Kementerian KOMINFO,Government,FederalNational
202024,FEDNETAS1 - General Authority for Regulating the Telecommunications and Digital Government Sectors,Government,Executive
202024,FEDNETAS1 - General Authority for Regulating the Telecommunications and Digital Government Sectors,Government,FederalNational
202024,FEDNETAS1 - General Authority for Regulating the Telecommunications and Digital Government Sectors,Government,Regulators
42894,MINVENW-RWS - Ministerie van Verkeer en Waterstaat/Rijkswaterstaat,Government,Executive
42894,MINVENW-RWS - Ministerie van Verkeer en Waterstaat/Rijkswaterstaat,Government,FederalNational
42894,MINVENW-RWS - Ministerie van Verkeer en Waterstaat/Rijkswaterstaat,Government,Agencies
58488,PUSDATIN KKP - Ministry of Marine Affairs and Fisheries,Government,Executive
58488,PUSDATIN KKP - Ministry of Marine Affairs and Fisheries,Government,FederalNational
12564,CMBG-AS - Council of Ministers,Government,Executive
12564,CMBG-AS - Council of Ministers,Government,FederalNational
21096,DSTSIP-AS - The State Cyber Protection Center of the State Service of Special Communication and Information Protection of Ukraine,Government,Executive
21096,DSTSIP-AS - The State Cyber Protection Center of the State Service of Special Communication and Information Protection of Ukraine,Government,FederalNational
21096,DSTSIP-AS - The State Cyber Protection Center of the State Service of Special Communication and Information Protection of Ukraine,Government,Agencies
21096,DSTSIP-AS - The State Cyber Protection Center of the State Service of Special Communication and Information Protection of Ukraine,LawEnforcement,
139442,Ministry of Law and Human Rights - Indonesia,Government,Judiciary
139442,Ministry of Law and Human Rights - Indonesia,Government,FederalNational
264705,Secretaria Nacional de Tecnologias de la Informacion y Comunicaciones,Government,Executive
264705,Secretaria Nacional de Tecnologias de la Informacion y Comunicaciones,Government,FederalNational
9112,"POZMAN - Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputing and Networking Center",EducationalResearch,ResearchInstitutes
9112,"POZMAN - Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputing and Networking Center",Government,Executive
9112,"POZMAN - Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputing and Networking Center",Government,FederalNational
63932,BCC-BD Bangladesh Computer Council,EducationalResearch,AcademicBackbone
63932,BCC-BD Bangladesh Computer Council,Government,Executive
63932,BCC-BD Bangladesh Computer Council,Government,FederalNational
63932,BCC-BD Bangladesh Computer Council,Government,Agencies
136061,IDNIC-BPBATAM-AS-ID Badan Pengusahaan Batam,Government,Executive
136061,IDNIC-BPBATAM-AS-ID Badan Pengusahaan Batam,Government,FederalNational
136061,IDNIC-BPBATAM-AS-ID Badan Pengusahaan Batam,Government,Regulators
137313,IDNIC-EKON-AS-ID Kementerian Koordinator Bidang Perekonomian,Government,Executive
137313,IDNIC-EKON-AS-ID Kementerian Koordinator Bidang Perekonomian,Government,FederalNational
137313,IDNIC-EKON-AS-ID Kementerian Koordinator Bidang Perekonomian,Finance,Entities
63826,CPTU-BD Ministry of Planning,Government,Executive
63826,CPTU-BD Ministry of Planning,Government,FederalNational
63826,CPTU-BD Ministry of Planning,Government,Agencies
17564,GITN-PCN-AS-AP GITN M Sdn. Bhd.,Government,Executive
17564,GITN-PCN-AS-AP GITN M Sdn. Bhd.,Government,FederalNational
17564,GITN-PCN-AS-AP GITN M Sdn. Bhd.,Government,Agencies
29673,"IMPRENSANACIONAL-PT-AS - Imprensa Nacional-Casa da Moeda, S.A.",EducationalResearch,ResearchInstitutes
29673,"IMPRENSANACIONAL-PT-AS - Imprensa Nacional-Casa da Moeda, S.A.",Government,Executive
29673,"IMPRENSANACIONAL-PT-AS - Imprensa Nacional-Casa da Moeda, S.A.",Government,FederalNational
29673,"IMPRENSANACIONAL-PT-AS - Imprensa Nacional-Casa da Moeda, S.A.",Finance,Entities
131352,VNCERT-AS-VN Vietnam Cybersecurity Emergency Response TeamsCoordination Center,Government,Executive
131352,VNCERT-AS-VN Vietnam Cybersecurity Emergency Response TeamsCoordination Center,Government,FederalNational
42186,Office for Information Technology and Electronic Governance - RU,Government,Executive
42186,Office for Information Technology and Electronic Governance - RU,Government,FederalNational
42186,Office for Information Technology and Electronic Governance - RU,Government,Regulators
150703,MOC-AS-AP Ministry of Commerce,Government,Executive
150703,MOC-AS-AP Ministry of Commerce,Government,FederalNational
150703,MOC-AS-AP Ministry of Commerce,Government,Regulators
150703,MOC-AS-AP Ministry of Commerce,Finance,Entities
38764,HEADQUARTERS OF THE REPUBLIC OF INDONESIA POLICE,Government,Executive
38764,HEADQUARTERS OF THE REPUBLIC OF INDONESIA POLICE,Government,FederalNational
38764,HEADQUARTERS OF THE REPUBLIC OF INDONESIA POLICE,LawEnforcement,
202553,Education Implementation Service - Netherlands,Government,Executive
202553,Education Implementation Service - Netherlands,Government,FederalNational
202553,Education Implementation Service - Netherlands,Government,Agencies
30885,BNR - Banca Nationala a Romaniei,Government,FederalNational
30885,BNR - Banca Nationala a Romaniei,Finance,CentralBanks
30885,BNR - Banca Nationala a Romaniei,Finance,Entities
203396,Ministry of Economic Affairs - Netherlands,Government,Executive
203396,Ministry of Economic Affairs - Netherlands,Government,FederalNational
203396,Ministry of Economic Affairs - Netherlands,Government,Regulators
198395,MINFIN-AS198395-AS - Ministry of finance of Ukraine,Government,Executive
198395,MINFIN-AS198395-AS - Ministry of finance of Ukraine,Government,FederalNational
198395,MINFIN-AS198395-AS - Ministry of finance of Ukraine,Government,Regulators
198395,MINFIN-AS198395-AS - Ministry of finance of Ukraine,Finance,Entities
24595,Tax Authorities - Netherlands,Government,Executive
24595,Tax Authorities - Netherlands,Government,FederalNational
24595,Tax Authorities - Netherlands,Government,Regulators
24595,Tax Authorities - Netherlands,Finance,Entities
8308,Scientific and Academic Computer Network – National Research Institute - Poland,EducationalResearch,ResearchInstitutes
8308,Scientific and Academic Computer Network – National Research Institute - Poland,Government,FederalNational
8308,Scientific and Academic Computer Network – National Research Institute - Poland,DNS,ccTLD
8286,"West Pomeranian University of Technology in Szczecin, Academic Computer Science Center - Poland",EducationalResearch,University
8286,"West Pomeranian University of Technology in Szczecin, Academic Computer Science Center - Poland",Government,CityCountyMunicipality
1887,NASK-ACADEMIC - SCIENTIFIC AND ACADEMIC COMPUTER NETWORK - NATIONAL RESEARCH INSTITUTE - Poland,EducationalResearch,ResearchInstitutes
1887,NASK-ACADEMIC - SCIENTIFIC AND ACADEMIC COMPUTER NETWORK - NATIONAL RESEARCH INSTITUTE - Poland,Government,FederalNational
1887,NASK-ACADEMIC - SCIENTIFIC AND ACADEMIC COMPUTER NETWORK - NATIONAL RESEARCH INSTITUTE - Poland,DNS,ccTLD
39279,CTS-MD - Information Technology and Cyber Security Service P.I.,Government,Executive
39279,CTS-MD - Information Technology and Cyber Security Service P.I.,Government,FederalNational
39279,CTS-MD - Information Technology and Cyber Security Service P.I.,Government,Agencies
1930,"RCCN - Fundacao para a Ciencia e a Tecnologia, I.P.",EducationalResearch,ResearchInstitutes
1930,"RCCN - Fundacao para a Ciencia e a Tecnologia, I.P.",Government,Executive
1930,"RCCN - Fundacao para a Ciencia e a Tecnologia, I.P.",Government,FederalNational
1930,"RCCN - Fundacao para a Ciencia e a Tecnologia, I.P.",Government,Agencies
47672,MON-AS - ARMED FORCES CYBERSPACE RESOURCE CENTER,Government,Executive
47672,MON-AS - ARMED FORCES CYBERSPACE RESOURCE CENTER,Government,FederalNational
47672,MON-AS - ARMED FORCES CYBERSPACE RESOURCE CENTER,LawEnforcement,
197388,"USS-AS - State enterprise ""Ukrainian Special Systems""",Government,Executive
197388,"USS-AS - State enterprise ""Ukrainian Special Systems""",Government,FederalNational
56811,NBOG-AS - National Bank of Georgia,Government,FederalNational
56811,NBOG-AS - National Bank of Georgia,Finance,CentralBanks
57473,"EMIS-AS - Education Managment Information System ""EMIS""",EducationalResearch,ResearchInstitutes
57473,"EMIS-AS - Education Managment Information System ""EMIS""",Government,FederalNational
50561,Academy of Applied Sciences in Elblag,EducationalResearch,Schools
50561,Academy of Applied Sciences in Elblag,Government,CityCountyMunicipality
13134,"Instituto de Informatica, IP - Ministerio da Solidariedade e Seguranca Social",Government,Executive
13134,"Instituto de Informatica, IP - Ministerio da Solidariedade e Seguranca Social",Government,FederalNational
13134,"Instituto de Informatica, IP - Ministerio da Solidariedade e Seguranca Social",Government,Agencies
34339,Data Processing Center of the Ministry of Finance - Poland,Government,Executive
34339,Data Processing Center of the Ministry of Finance - Poland,Government,FederalNational
44586,"ESMIS-BG - Executive Agency ""Electronic Communication Networks and Information Systems""",Government,Executive
44586,"ESMIS-BG - Executive Agency ""Electronic Communication Networks and Information Systems""",Government,FederalNational
44586,"ESMIS-BG - Executive Agency ""Electronic Communication Networks and Information Systems""",Government,Agencies
5576,National Information Society Agency - Albania,Government,Executive
5576,National Information Society Agency - Albania,Government,FederalNational
5576,National Information Society Agency - Albania,Government,Agencies
46018,Department of Industry of the Republic of Indonesia,Government,Executive
46018,Department of Industry of the Republic of Indonesia,Government,FederalNational
48037,SSO-ICT - SSC-ICT Haaglanden,Government,Executive
48037,SSO-ICT - SSC-ICT Haaglanden,Government,FederalNational
1797,Servicio Central de Informática Universitaria - Uruguay,EducationalResearch,AcademicBackbone
1797,Servicio Central de Informática Universitaria - Uruguay,Government,FederalNational
1797,Servicio Central de Informática Universitaria - Uruguay,DNS,ccTLD
56236,National Narcotics Agency - Indonesia,Government,Executive
56236,National Narcotics Agency - Indonesia,Government,FederalNational
56236,National Narcotics Agency - Indonesia,Government,Agencies
13011,RA Official Gazette - Romania,Government,Legislative
13011,RA Official Gazette - Romania,Government,FederalNational
141201,State Digital Department (JDN) - Malasya,Government,Executive
141201,State Digital Department (JDN) - Malasya,Government,FederalNational
141201,State Digital Department (JDN) - Malasya,Government,Agencies
